Gender,Age,Marital Status,Job Level,Years of Experience,Department,Employee Type,Work-Life Balance,Work Environment,Physical Activity Hours,Workload,Stress Level,Sleep Hours,Commute Mode,Commute Distance (km),Number of Companies Worked,Team Size,Direct Reports,Education Level,Overtime Status,Training Hours Per Year,Job Satisfaction,Low Sleep Flag,Long Commute Flag,Burnout Flag,Sleep Category,Burnout Score
Female,26,Single,Mid,3,It,Contract,4,3,2.1,1,1,8.8,Car,13,1,10,0,Bachelor,Yes,31.5,5,0,0,0,Healthy,-0.8300000000000004
Male,26,Single,Junior,4,It,Part-Time,3,2,1.0,3,2,7.1,Bike,8,1,7,0,Bachelor,Yes,22.0,5,0,0,0,Healthy,0.30000000000000004
Other,36,Single,Mid,6,Finance,Full-Time,5,3,2.9,5,4,8.0,Public Transport,9,4,13,0,Bachelor,Yes,33.0,5,0,0,0,Healthy,0.5699999999999998
Male,27,Single,Junior,5,Sales,Part-Time,4,1,1.1,5,1,7.3,Bike,2,1,5,0,Bachelor,Yes,22.5,5,0,0,0,Healthy,0.6400000000000001
Other,33,Single,Senior,11,It,Full-Time,1,2,1.7,2,1,7.4,Car,7,3,17,2,Bachelor,Yes,45.5,5,0,0,0,Healthy,-0.15000000000000022
Male,25,Single,Junior,3,Finance,Full-Time,2,1,1.6,5,1,7.4,Public Transport,24,1,8,0,Bachelor,No,21.5,5,0,1,0,Healthy,1.2599999999999998
Male,39,Married,Senior,16,It,Full-Time,1,4,1.6,3,1,6.6,Public Transport,22,5,22,6,Bachelor,Yes,48.0,5,0,1,0,Moderate,0.92
Male,38,Single,Mid,8,It,Full-Time,1,3,2.1,3,2,8.4,Motorbike,4,5,10,0,Bachelor,Yes,34.0,5,0,0,0,Healthy,-0.3400000000000004
Male,31,Single,Mid,9,It,Full-Time,2,2,1.8,4,1,7.4,Bike,3,3,15,0,Bachelor,Yes,34.5,5,0,0,0,Healthy,0.32999999999999974
Female,28,Single,Mid,6,Hr,Full-Time,3,2,1.7,5,1,6.8,Motorbike,11,2,15,0,Bachelor,No,33.0,5,0,0,0,Moderate,1.11
Female,31,Married,Mid,9,Hr,Full-Time,1,2,2.8,4,1,4.0,Car,12,3,13,0,Bachelor,Yes,34.5,5,1,0,0,Low,1.96
Male,25,Single,Junior,3,Operations,Part-Time,1,1,1.7,5,3,7.2,Bike,10,1,10,0,Bachelor,No,21.5,5,0,0,0,Healthy,0.9199999999999999
Male,44,Married,Mid,16,Customer Service,Full-Time,4,1,2.7,1,3,6.5,Car,18,7,14,0,Bachelor,Yes,38.0,5,0,0,0,Moderate,0.23999999999999994
Other,32,Single,Mid,10,Hr,Part-Time,2,1,1.7,3,2,7.3,Motorbike,19,3,12,0,Bachelor,No,35.0,5,0,0,0,Healthy,0.5499999999999999
Female,41,Married,Mid,19,Hr,Full-Time,1,3,0.3,5,4,7.5,Bike,4,6,10,0,Bachelor,No,39.5,5,0,0,0,Healthy,0.62
Male,22,Single,Intern/Fresher,0,It,Full-Time,2,4,1.4,5,2,7.7,Public Transport,5,0,23,0,Bachelor,Yes,10.0,5,0,0,0,Healthy,0.57
Male,39,Married,Mid,17,Legal,Full-Time,1,2,2.6,4,1,6.6,Walk,1,5,13,0,Bachelor,No,38.5,5,0,0,0,Moderate,0.5900000000000001
Male,26,Single,Mid,4,It,Full-Time,2,4,1.0,4,1,4.7,Public Transport,8,1,13,0,Bachelor,Yes,32.0,5,1,0,0,Low,1.5599999999999998
Female,27,Single,Mid,5,Hr,Full-Time,2,1,2.8,5,1,5.5,Public Transport,17,1,12,0,Bachelor,No,32.5,5,0,0,0,Moderate,1.81
Male,25,Single,Junior,3,It,Full-Time,2,3,1.2,4,2,8.7,Car,6,1,9,0,Bachelor,Yes,21.5,5,0,0,0,Healthy,-0.09999999999999981
Male,23,Single,Intern/Fresher,1,It,Full-Time,4,4,2.1,4,3,6.0,Car,6,0,29,0,Bachelor,Yes,10.5,5,0,0,0,Moderate,0.98
Female,29,Married,Junior,7,Finance,Contract,2,1,2.9,5,1,6.7,Public Transport,15,2,7,0,Bachelor,No,23.5,5,0,0,0,Moderate,1.2699999999999998
Female,24,Single,Junior,2,Operations,Full-Time,2,1,1.5,3,3,6.0,Car,13,0,5,0,Bachelor,No,21.0,5,0,0,0,Moderate,0.8899999999999999
Female,25,Single,Junior,3,Operations,Full-Time,2,1,0.8,5,1,7.6,Car,5,1,10,0,Bachelor,No,21.5,5,0,0,0,Healthy,0.6100000000000002
Female,37,Divorced,Mid,15,Finance,Full-Time,1,2,1.6,4,2,6.2,Car,8,5,11,0,Bachelor,No,37.5,5,0,0,0,Moderate,0.9599999999999999
Male,40,Married,Mid,3,Sales,Full-Time,5,4,1.4,1,1,6.2,Public Transport,29,6,15,0,Bachelor,No,31.5,4,0,1,0,Moderate,0.69
Male,24,Single,Junior,2,It,Part-Time,5,5,1.3,2,1,7.2,Car,7,0,9,0,Bachelor,Yes,21.0,4,0,0,0,Healthy,-0.07000000000000015
Female,39,Divorced,Senior,17,It,Full-Time,5,5,1.3,1,1,7.3,Public Transport,18,5,19,6,Bachelor,Yes,48.5,4,0,0,0,Healthy,-0.07999999999999985
Male,23,Single,Junior,1,It,Full-Time,5,5,1.7,1,1,6.5,Public Transport,8,0,8,0,Bachelor,No,20.5,4,0,0,0,Moderate,-0.06000000000000011
Male,31,Married,Mid,8,Marketing,Full-Time,5,3,3.4,1,3,8.8,Bike,6,3,14,0,Bachelor,No,34.0,4,0,0,0,Healthy,-1.0400000000000005
Male,26,Married,Junior,4,Legal,Full-Time,4,5,1.4,1,1,6.0,Public Transport,25,1,6,0,Bachelor,No,22.0,4,0,1,0,Moderate,0.6499999999999999
Female,27,Single,Mid,5,Finance,Contract,5,5,1.1,1,1,7.9,Public Transport,26,1,12,0,Bachelor,No,32.5,4,0,1,0,Healthy,-0.08000000000000007
Female,48,Single,Senior,24,Legal,Full-Time,3,5,1.9,1,1,6.3,Walk,1,8,19,6,Bachelor,No,52.0,4,0,0,0,Moderate,-0.18999999999999992
Female,30,Married,Mid,3,Operations,Part-Time,2,5,1.5,1,1,7.3,Car,26,2,12,0,Bachelor,No,31.5,4,0,1,0,Healthy,0.16000000000000014
Male,40,Single,Mid,12,Operations,Part-Time,5,4,2.2,2,1,6.5,Public Transport,7,6,10,0,Bachelor,No,36.0,4,0,0,0,Moderate,0.20999999999999988
Female,43,Married,Mid,7,Sales,Part-Time,5,5,2.4,3,1,6.3,Car,15,7,15,0,Bachelor,No,33.5,4,0,0,0,Moderate,0.83
Female,38,Single,Senior,16,Sales,Full-Time,4,4,3.1,1,1,7.9,Public Transport,14,5,21,3,Bachelor,No,48.0,4,0,0,0,Healthy,-0.4400000000000001
Female,32,Married,Mid,10,Operations,Full-Time,1,2,2.0,3,3,7.2,Public Transport,23,3,13,0,Bachelor,No,35.0,4,0,1,0,Healthy,0.7099999999999997
Other,37,Single,Senior,1,It,Part-Time,2,5,1.1,5,4,8.3,Walk,2,5,20,5,Bachelor,Yes,40.5,4,0,0,0,Healthy,0.2399999999999997
Female,32,Single,Senior,10,Hr,Full-Time,5,5,3.5,4,2,6.7,Motorbike,13,3,16,5,Bachelor,No,45.0,4,0,0,0,Moderate,0.9099999999999998
Female,42,Married,Mid,20,Finance,Full-Time,4,5,1.8,5,2,7.6,Car,5,6,13,0,Bachelor,No,40.0,4,0,0,0,Healthy,0.6100000000000002
Female,29,Single,Junior,7,Finance,Full-Time,4,5,1.1,2,2,6.1,Public Transport,15,2,10,0,Bachelor,No,23.5,4,0,0,0,Moderate,0.6100000000000001
Male,36,Married,Senior,10,Marketing,Full-Time,4,3,1.7,1,1,7.0,Public Transport,17,4,16,3,Bachelor,No,45.0,4,0,0,0,Moderate,0.010000000000000009
Male,39,Married,Senior,17,Marketing,Full-Time,3,2,2.2,1,3,7.5,Public Transport,29,5,18,9,Bachelor,Yes,48.5,4,0,1,0,Healthy,0.17000000000000004
Male,36,Divorced,Mid,14,It,Full-Time,4,5,1.3,4,1,5.9,Motorbike,8,4,14,0,Bachelor,Yes,37.0,4,0,0,0,Moderate,1.0799999999999998
Male,29,Single,Junior,7,It,Part-Time,5,1,2.0,1,2,6.9,Walk,2,2,6,0,Bachelor,Yes,23.5,4,0,0,0,Moderate,-0.40000000000000024
Male,26,Single,Junior,1,Finance,Contract,5,2,2.4,3,1,6.9,Motorbike,14,1,8,0,Bachelor,Yes,20.5,4,0,0,0,Moderate,0.5599999999999996
Other,42,Single,Senior,9,Finance,Full-Time,2,3,2.3,1,1,7.6,Public Transport,20,6,20,8,Bachelor,No,44.5,4,0,1,0,Healthy,-0.1399999999999998
Male,38,Single,Senior,16,Finance,Full-Time,3,2,2.0,1,1,6.5,Public Transport,29,5,18,3,Bachelor,Yes,48.0,4,0,1,0,Moderate,0.5699999999999998
Male,32,Single,Mid,9,It,Part-Time,5,2,4.1,1,1,7.6,Bike,8,3,15,0,Bachelor,Yes,34.5,4,0,0,0,Healthy,-0.4999999999999998
Male,24,Single,Mid,2,It,Full-Time,5,1,1.7,2,1,6.4,Car,23,0,11,0,Bachelor,Yes,31.0,4,0,1,0,Moderate,0.7299999999999998
Female,24,Single,Mid,2,Marketing,Full-Time,4,3,2.9,5,1,8.8,Public Transport,29,0,13,0,Bachelor,No,31.0,5,0,1,0,Healthy,0.8499999999999995
Female,29,Single,Mid,7,Finance,Full-Time,5,1,0.8,4,1,7.2,Car,6,2,15,0,Bachelor,No,33.5,5,0,0,0,Healthy,0.49999999999999983
Male,28,Single,Junior,6,Finance,Full-Time,3,5,1.5,4,1,7.8,Bike,5,2,7,0,Bachelor,No,23.0,5,0,0,0,Healthy,0.23000000000000007
Other,22,Single,Intern/Fresher,0,Customer Service,Part-Time,4,1,2.7,4,1,6.6,Public Transport,26,0,23,0,Bachelor,No,10.0,5,0,1,0,Moderate,1.34
Male,35,Single,Senior,13,Customer Service,Part-Time,2,3,2.2,3,2,8.6,Motorbike,13,4,15,8,Bachelor,Yes,46.5,5,0,0,0,Healthy,-0.15000000000000002
Other,28,Single,Junior,6,Legal,Full-Time,5,5,3.9,5,1,6.2,Car,12,2,8,0,Bachelor,No,23.0,5,0,0,0,Moderate,1.38
Female,27,Married,Junior,5,It,Full-Time,4,3,1.5,2,5,7.5,Car,5,1,7,0,Bachelor,No,22.5,5,0,0,0,Healthy,-0.25
Female,29,Single,Junior,7,Customer Service,Full-Time,3,4,1.8,3,1,8.7,Walk,1,2,7,0,Bachelor,No,23.5,5,0,0,0,Healthy,-0.5499999999999998
Male,33,Single,Senior,11,Finance,Part-Time,3,3,3.3,3,2,7.2,Public Transport,13,3,21,8,Bachelor,No,45.5,5,0,0,0,Healthy,0.4099999999999998
Male,58,Married,Senior,24,Finance,Full-Time,4,1,2.7,3,3,7.0,Public Transport,24,12,18,4,Bachelor,No,52.0,5,0,1,0,Moderate,0.8199999999999998
Male,25,Married,Junior,3,Operations,Full-Time,4,4,1.8,1,2,5.3,Car,5,1,10,0,Bachelor,No,21.5,5,0,0,0,Moderate,0.33000000000000007
Female,22,Single,Junior,0,Finance,Part-Time,3,4,1.6,1,1,5.8,Car,5,0,8,0,Bachelor,No,20.0,5,0,0,0,Moderate,0.13000000000000003
Male,22,Single,Intern/Fresher,0,Finance,Part-Time,3,5,1.5,3,3,6.2,Motorbike,20,0,26,0,Bachelor,No,10.0,5,0,1,0,Moderate,1.0199999999999998
Male,38,Married,Mid,16,It,Full-Time,4,3,2.6,1,1,7.3,Walk,2,5,10,0,Bachelor,Yes,38.0,5,0,0,0,Healthy,-0.5599999999999998
Female,24,Single,Mid,2,It,Full-Time,5,5,2.0,3,1,6.8,Walk,1,0,13,0,Bachelor,Yes,31.0,5,0,0,0,Moderate,0.20999999999999994
Female,27,Single,Junior,5,Customer Service,Full-Time,3,4,1.4,5,1,8.1,Public Transport,21,1,7,0,Bachelor,Yes,22.5,5,0,1,0,Healthy,0.89
Other,31,Single,Senior,5,It,Part-Time,3,5,3.2,4,2,8.0,Public Transport,13,3,16,9,Bachelor,Yes,42.5,5,0,0,0,Healthy,0.3899999999999998
Female,25,Married,Junior,3,Hr,Full-Time,4,5,2.2,1,2,5.9,Public Transport,19,1,10,0,Bachelor,No,21.5,5,0,0,0,Moderate,0.5099999999999998
Male,34,Married,Mid,12,It,Full-Time,4,5,2.6,4,1,6.3,Car,6,4,13,0,Bachelor,Yes,36.0,5,0,0,0,Moderate,0.8600000000000001
Male,36,Married,Mid,10,It,Full-Time,1,2,2.1,2,1,6.7,Bike,1,4,11,0,Bachelor,No,35.0,5,0,0,0,Moderate,-0.05000000000000018
Female,23,Single,Junior,1,Legal,Full-Time,3,5,1.0,3,1,7.0,Public Transport,20,0,7,0,Bachelor,No,20.5,5,0,1,0,Moderate,0.6999999999999998
Male,30,Married,Mid,6,Operations,Full-Time,4,4,0.4,1,1,4.6,Public Transport,10,2,15,0,Bachelor,No,33.0,5,1,0,0,Low,0.7600000000000001
Male,37,Married,Mid,15,Operations,Full-Time,5,2,2.6,4,2,8.5,Bike,8,5,13,0,Bachelor,No,37.5,5,0,0,0,Healthy,0.039999999999999813
Male,23,Single,Intern/Fresher,1,Operations,Full-Time,3,5,0.8,3,5,8.0,Car,8,0,24,0,Bachelor,No,10.5,5,0,0,0,Healthy,-0.060000000000000275
Male,28,Single,Junior,4,It,Full-Time,5,4,0.8,2,1,7.4,Walk,2,2,8,0,Bachelor,Yes,22.0,5,0,0,0,Healthy,-0.3000000000000002
Female,36,Single,Mid,4,Marketing,Contract,3,3,3.1,4,2,8.5,Car,14,4,12,0,Bachelor,Yes,32.0,5,0,0,0,Healthy,0.2199999999999998
Female,25,Single,Junior,3,Legal,Full-Time,3,2,2.8,3,1,6.5,Car,22,1,5,0,Bachelor,No,21.5,5,0,1,0,Moderate,0.9599999999999999
Female,23,Single,Intern/Fresher,1,Marketing,Full-Time,5,4,1.8,4,1,6.4,Public Transport,27,0,21,0,Bachelor,No,10.5,5,0,1,0,Moderate,1.4499999999999997
Female,36,Married,Senior,4,Hr,Full-Time,1,5,0.6,2,2,6.1,Bike,3,4,25,2,Bachelor,No,42.0,5,0,0,0,Moderate,0.2500000000000001
Male,27,Single,Junior,5,Finance,Part-Time,4,4,0.4,3,1,5.0,Car,19,1,6,0,Bachelor,No,22.5,5,0,0,0,Low,1.4699999999999998
Male,33,Married,Mid,11,It,Part-Time,4,3,2.3,5,3,9.5,Public Transport,11,3,10,0,Bachelor,Yes,35.5,5,0,0,0,Healthy,0.02999999999999997
Other,23,Single,Intern/Fresher,1,Operations,Full-Time,4,5,1.0,1,2,5.4,Bike,2,0,23,0,Bachelor,No,10.5,5,0,0,0,Moderate,0.19999999999999984
Female,37,Married,Mid,5,Operations,Contract,4,2,1.3,2,1,7.4,Car,6,5,13,0,Bachelor,No,32.5,5,0,0,0,Healthy,-0.18000000000000022
Male,32,Single,Mid,1,Operations,Full-Time,4,1,1.6,1,1,6.8,Car,13,3,10,0,Bachelor,No,30.5,5,0,0,0,Moderate,-0.02999999999999997
Male,24,Married,Junior,2,It,Part-Time,3,4,1.0,4,2,5.9,Public Transport,29,0,9,0,Bachelor,No,21.0,5,0,1,0,Moderate,1.71
Female,27,Single,Junior,5,Finance,Part-Time,5,3,2.9,3,5,8.7,Public Transport,27,1,5,0,Bachelor,Yes,22.5,5,0,1,0,Healthy,0.2300000000000002
Male,29,Single,Senior,4,Operations,Full-Time,1,4,1.3,2,3,8.3,Car,28,2,15,4,Bachelor,No,42.0,5,0,1,0,Healthy,0.11999999999999966
Male,28,Single,Senior,1,It,Full-Time,5,4,2.1,1,4,8.2,Public Transport,27,2,24,2,Bachelor,Yes,40.5,5,0,1,0,Healthy,-0.1699999999999997
Female,28,Married,Junior,1,Sales,Full-Time,3,3,3.1,2,1,6.8,Car,22,2,7,0,Bachelor,No,20.5,5,0,1,0,Moderate,0.54
Female,38,Married,Mid,16,Sales,Contract,4,1,2.5,4,1,7.4,Motorbike,13,5,15,0,Bachelor,No,38.0,5,0,0,0,Healthy,0.6299999999999998
Female,24,Married,Junior,2,Finance,Full-Time,5,5,3.2,5,2,7.2,Public Transport,29,0,5,0,Bachelor,No,21.0,5,0,1,0,Healthy,1.4899999999999998
Other,25,Single,Junior,3,It,Full-Time,5,3,0.8,5,3,8.0,Car,13,1,10,0,Bachelor,Yes,21.5,5,0,0,0,Healthy,0.6899999999999998
Male,40,Single,Senior,10,It,Full-Time,4,5,1.3,4,1,7.0,Car,7,6,22,7,Bachelor,Yes,45.0,4,0,0,0,Moderate,0.6099999999999999
Male,40,Divorced,Senior,7,Sales,Full-Time,2,5,0.7,3,1,7.7,Car,5,6,15,3,Bachelor,Yes,43.5,4,0,0,0,Healthy,-0.030000000000000165
Male,30,Married,Mid,8,It,Contract,1,3,2.4,1,1,7.1,Car,25,2,11,0,Bachelor,Yes,34.0,4,0,1,0,Healthy,0.2100000000000002
Male,23,Single,Junior,1,Finance,Full-Time,5,3,1.6,3,1,7.3,Public Transport,29,0,6,0,Bachelor,No,20.5,4,0,1,0,Healthy,0.85
Other,24,Single,Mid,2,Operations,Part-Time,2,1,0.8,1,1,6.4,Walk,1,0,15,0,Bachelor,No,31.0,4,0,0,0,Moderate,-0.23000000000000018
Female,22,Single,Intern/Fresher,0,It,Full-Time,5,5,2.5,5,1,7.6,Public Transport,12,0,27,0,Bachelor,Yes,10.0,4,0,0,0,Healthy,0.8200000000000002
Female,24,Single,Junior,2,Legal,Contract,4,4,0.9,2,1,4.9,Motorbike,3,0,8,0,Bachelor,No,21.0,4,1,0,0,Low,0.7299999999999998
Female,24,Single,Junior,2,Customer Service,Full-Time,1,3,3.2,1,1,7.2,Motorbike,10,0,7,0,Bachelor,No,21.0,4,0,0,0,Healthy,-0.2800000000000001
Female,34,Married,Senior,3,Marketing,Full-Time,3,1,2.8,4,1,7.1,Walk,2,4,16,2,Bachelor,No,41.5,4,0,0,0,Healthy,0.4200000000000001
Female,38,Married,Mid,16,Operations,Full-Time,2,3,1.0,2,1,5.9,Car,16,5,10,0,Bachelor,No,38.0,4,0,0,0,Moderate,0.7199999999999998
Male,48,Married,Senior,3,It,Full-Time,3,5,2.5,5,3,7.8,Motorbike,7,8,22,1,Bachelor,No,41.5,4,0,0,0,Healthy,0.5900000000000001
Female,27,Single,Junior,3,Finance,Full-Time,2,1,2.6,2,1,6.6,Car,16,1,7,0,Bachelor,No,21.5,4,0,0,0,Moderate,0.44000000000000006
Male,22,Single,Intern/Fresher,0,Legal,Full-Time,5,1,0.4,1,3,6.7,Public Transport,22,0,26,0,Bachelor,No,10.0,4,0,1,0,Moderate,0.27999999999999986
Male,29,Single,Junior,7,Operations,Full-Time,2,2,0.0,2,1,7.0,Walk,1,2,10,0,Bachelor,No,23.5,4,0,0,0,Moderate,-0.17000000000000007
Female,47,Single,Mid,19,Finance,Part-Time,5,3,3.0,1,2,6.9,Public Transport,24,8,10,0,Bachelor,No,39.5,4,0,1,0,Moderate,0.25999999999999973
Male,26,Single,Junior,4,Finance,Full-Time,4,5,3.2,4,1,6.7,Car,26,1,7,0,Bachelor,No,22.0,4,0,1,0,Moderate,1.2999999999999998
Male,46,Married,Mid,24,Legal,Full-Time,1,4,1.4,2,1,8.1,Car,22,8,15,0,Bachelor,No,42.0,4,0,1,0,Healthy,0.020000000000000018
Male,24,Single,Senior,2,Finance,Contract,2,5,1.1,4,1,6.2,Car,26,0,19,1,Bachelor,No,41.0,4,0,1,0,Moderate,1.5
Female,28,Single,Junior,6,Customer Service,Full-Time,2,1,1.6,3,1,7.4,Car,6,2,10,0,Bachelor,No,23.0,4,0,0,0,Healthy,0.11999999999999972
Male,36,Married,Mid,14,Finance,Full-Time,4,4,2.6,4,1,7.3,Walk,1,4,11,0,Bachelor,No,37.0,4,0,0,0,Healthy,0.31000000000000005
Other,22,Single,Intern/Fresher,0,Finance,Full-Time,4,1,3.6,1,1,7.4,Bike,6,0,27,0,Bachelor,Yes,10.0,4,0,0,0,Healthy,-0.48000000000000015
Female,34,Married,Mid,12,Marketing,Full-Time,4,2,2.1,4,3,8.7,Car,17,4,13,0,Bachelor,No,36.0,4,0,0,0,Healthy,0.2300000000000002
Other,37,Single,Mid,14,Hr,Full-Time,4,4,1.6,2,5,6.5,Car,9,5,14,0,Bachelor,No,37.0,4,0,0,0,Moderate,0.2699999999999999
Male,22,Single,Intern/Fresher,0,It,Full-Time,5,5,3.0,2,4,7.6,Car,7,0,23,0,Bachelor,No,10.0,4,0,0,0,Healthy,-0.22999999999999984
Male,33,Divorced,Mid,11,It,Full-Time,5,3,3.6,4,1,7.1,Car,28,3,14,0,Bachelor,Yes,35.5,4,0,1,0,Healthy,1.2000000000000002
Male,25,Single,Junior,3,Customer Service,Contract,3,5,1.0,2,1,7.5,Public Transport,13,1,10,0,Bachelor,Yes,21.5,4,0,0,0,Healthy,-0.010000000000000009
Male,40,Married,Mid,10,It,Part-Time,1,5,2.8,2,1,6.0,Walk,2,6,13,0,Bachelor,Yes,35.0,4,0,0,0,Moderate,0.25999999999999995
Male,35,Married,Mid,2,Legal,Full-Time,1,2,1.2,1,1,7.2,Public Transport,9,4,10,0,Bachelor,No,31.0,4,0,0,0,Healthy,-0.31000000000000005
Male,28,Single,Junior,6,Legal,Part-Time,4,2,1.3,5,1,8.4,Car,11,2,8,0,Bachelor,No,23.0,4,0,0,0,Healthy,0.4699999999999997
Female,24,Single,Junior,2,Legal,Contract,2,3,0.7,1,1,8.2,Bike,4,0,6,0,Bachelor,No,21.0,4,0,0,0,Healthy,-0.8599999999999998
Male,40,Married,Senior,10,It,Contract,4,4,1.1,1,3,8.1,Car,14,6,19,5,Bachelor,Yes,45.0,4,0,0,0,Healthy,-0.52
Other,26,Single,Junior,4,Finance,Full-Time,4,2,2.6,3,1,6.3,Public Transport,11,1,5,0,Bachelor,No,22.0,4,0,0,0,Moderate,0.71
Male,49,Single,Senior,22,It,Contract,1,4,2.4,1,1,7.6,Car,11,9,22,7,Bachelor,No,51.0,4,0,0,0,Healthy,-0.40999999999999975
Other,25,Single,Mid,3,Marketing,Full-Time,1,5,0.7,1,1,7.5,Car,28,1,10,0,Bachelor,Yes,31.5,4,0,1,0,Healthy,0.14
Other,23,Single,Junior,1,Finance,Contract,5,4,1.4,4,3,5.0,Walk,2,0,10,0,Bachelor,No,20.5,4,0,0,0,Low,1.26
Female,29,Single,Junior,7,Customer Service,Full-Time,3,5,1.3,3,2,6.3,Bike,7,2,10,0,Bachelor,No,23.5,4,0,0,0,Moderate,0.59
Female,43,Divorced,Mid,15,Hr,Part-Time,4,1,2.9,2,2,7.1,Public Transport,16,7,12,0,Bachelor,No,37.5,4,0,0,0,Healthy,0.2400000000000001
Female,38,Married,Senior,14,It,Full-Time,2,4,2.5,1,1,8.1,Motorbike,17,5,19,7,Bachelor,Yes,47.0,4,0,0,0,Healthy,-0.42999999999999994
Male,25,Single,Mid,3,Legal,Full-Time,5,5,1.8,5,2,7.5,Car,26,1,15,0,Bachelor,Yes,31.5,4,0,1,0,Healthy,1.28
Male,40,Married,Mid,9,Marketing,Part-Time,4,2,1.1,1,2,7.4,Bike,10,6,11,0,Bachelor,No,34.5,4,0,0,0,Healthy,-0.36000000000000015
Female,23,Single,Intern/Fresher,1,Sales,Contract,5,2,0.2,4,2,5.4,Motorbike,19,0,29,0,Bachelor,No,10.5,4,0,0,0,Moderate,1.6099999999999999
Female,29,Single,Junior,7,Customer Service,Part-Time,1,5,1.1,1,1,7.3,Bike,10,2,8,0,Bachelor,No,23.5,4,0,0,0,Healthy,-0.3199999999999999
Other,35,Single,Mid,13,It,Full-Time,3,4,1.6,2,3,8.3,Car,6,4,14,0,Bachelor,Yes,36.5,4,0,0,0,Healthy,-0.5400000000000003
Male,26,Single,Mid,3,Sales,Full-Time,3,2,2.1,3,2,6.6,Car,16,1,12,0,Bachelor,No,31.5,4,0,0,0,Moderate,0.74
Other,26,Single,Mid,4,Sales,Part-Time,1,5,2.1,1,1,6.2,Car,27,1,11,0,Bachelor,Yes,32.0,4,0,1,0,Moderate,0.6299999999999999
Male,27,Single,Mid,5,Operations,Full-Time,5,1,0.0,1,2,8.7,Car,14,1,14,0,Bachelor,No,32.5,4,0,0,0,Healthy,-0.7599999999999998
Other,22,Single,Junior,0,Sales,Full-Time,4,5,0.7,3,3,7.8,Public Transport,24,0,6,0,Bachelor,No,20.0,4,0,1,0,Healthy,0.5
Female,38,Married,Senior,16,Hr,Part-Time,1,2,3.2,2,1,8.1,Walk,1,5,16,3,Bachelor,No,48.0,4,0,0,0,Healthy,-0.61
Other,24,Single,Junior,2,Operations,Part-Time,2,5,1.3,2,1,6.2,Car,12,0,6,0,Bachelor,No,21.0,4,0,0,0,Moderate,0.47999999999999987
Female,35,Single,Senior,13,Operations,Part-Time,4,1,0.5,1,1,6.1,Bike,4,4,24,1,Bachelor,No,46.5,4,0,0,0,Moderate,-0.019999999999999907
Female,34,Married,Mid,6,It,Full-Time,4,3,0.9,1,2,6.7,Bike,1,4,13,0,Bachelor,Yes,33.0,4,0,0,0,Moderate,-0.3500000000000002
Male,29,Single,Junior,7,Finance,Full-Time,5,2,1.7,2,1,7.7,Public Transport,13,2,5,0,Bachelor,No,23.5,4,0,0,0,Healthy,-0.09000000000000008
Female,23,Single,Intern/Fresher,1,Finance,Full-Time,4,5,0.2,4,1,6.3,Bike,8,0,20,0,Bachelor,No,10.5,4,0,0,0,Moderate,0.92
Female,39,Married,Senior,17,Marketing,Full-Time,1,1,3.0,1,1,6.2,Public Transport,7,5,25,1,Bachelor,No,48.5,4,0,0,0,Moderate,0.029999999999999888
Male,32,Married,Senior,10,It,Full-Time,1,5,0.7,5,1,8.6,Car,6,3,17,7,Bachelor,Yes,45.0,4,0,0,0,Healthy,0.24000000000000005
Male,37,Married,Mid,3,It,Contract,1,5,0.6,1,2,7.1,Walk,1,5,13,0,Bachelor,Yes,31.5,4,0,0,0,Healthy,-0.5099999999999998
Other,24,Single,Junior,2,Marketing,Contract,4,4,2.6,4,1,7.5,Motorbike,12,0,6,0,Bachelor,No,21.0,4,0,0,0,Healthy,0.5599999999999999
Female,31,Married,Mid,4,Legal,Full-Time,5,1,2.5,1,2,7.0,Car,13,3,11,0,Bachelor,No,32.0,4,0,0,0,Moderate,-0.10999999999999999
Male,27,Single,Mid,5,It,Full-Time,1,5,0.7,1,1,7.6,Public Transport,13,1,15,0,Bachelor,Yes,32.5,4,0,0,0,Healthy,-0.34999999999999976
Male,40,Married,Mid,16,It,Part-Time,3,4,3.4,2,1,6.1,Car,22,6,12,0,Bachelor,No,38.0,4,0,1,0,Moderate,0.8200000000000001
Female,29,Single,Junior,7,Operations,Part-Time,3,4,0.4,2,1,7.6,Bike,3,2,5,0,Bachelor,No,23.5,4,0,0,0,Healthy,-0.34999999999999987
Female,23,Single,Junior,1,Finance,Full-Time,1,5,3.6,1,1,7.3,Bike,2,0,6,0,Bachelor,Yes,20.5,4,0,0,0,Healthy,-0.5599999999999998
Female,27,Single,Mid,5,Finance,Full-Time,3,2,1.7,1,4,7.4,Walk,1,1,15,0,Bachelor,No,32.5,4,0,0,0,Healthy,-0.6300000000000001
Female,35,Married,Senior,13,Finance,Contract,1,3,2.3,2,1,7.2,Walk,2,4,16,5,Bachelor,No,46.5,4,0,0,0,Healthy,-0.22000000000000014
Female,35,Married,Mid,13,Operations,Contract,5,1,0.6,1,1,6.9,Car,18,4,11,0,Bachelor,No,36.5,4,0,0,0,Moderate,0.0799999999999998
Male,23,Single,Intern/Fresher,1,Sales,Full-Time,4,2,2.9,5,1,7.0,Motorbike,10,0,26,0,Bachelor,No,10.5,4,0,0,0,Moderate,1.0
